acceleration,author_author_img,author_description,author_image_url,author_influence_level,author_name,author_nick,author_topsy_author_url,author_type,author_url,firstpost_date,highlight,influential,metrics,momentum,peak,score,title,trackback_date,trackback_total,type,url
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 16:14 (UTC)",M-V.Johnson: legislators want bottom line answers but scientists can still present measures of uncertainty. http://t.co/3wFyTKOp #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,11.609,M-V.Johnson: legislators want bottom line answers but scientists can still present measures of uncertainty. http://t.co/3wFyTKOp #ESA2012,"Aug 10, 2012 16:14 (UTC)",4,tweet,http://twitter.com/jeremiahosgo/status/233958503272816641
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 06, 2012 22:26 (UTC)",You can&#39;t see the garbage in the N Pacific guyre. Most (90%) is microplastic. Has increased 100-fold in a decade. @MiriamGoldste #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,14,11.7467,You can&#39;t see the garbage in the N Pacific guyre. Most (90%) is microplastic. Has increased 100-fold in a decade. @MiriamGoldste #ESA2012,"Aug 06, 2012 23:06 (UTC)",6,tweet,http://twitter.com/talksciencetome/status/232603695102189568
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,"Triple-reassortant science writer: blogger @ Not Exactly Rocket Science, freelance journalist, sci-comms @ Cancer Research UK. Lives in London, married to Alice",http://a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,10,Ed Yong,edyong209,http://topsy.com/twitter/edyong209?utm_source=otter,twitter,http://twitter.com/edyong209,"Aug 08, 2012 23:58 (UTC)",Failure to eat lunch has led to severe disruption of nutrient cycling &amp; catastrophic decline in last surviving population of me. #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,12,11.9066,Failure to eat lunch has led to severe disruption of nutrient cycling &amp; catastrophic decline in last surviving population of me. #ESA2012,"Aug 08, 2012 23:58 (UTC)",4,tweet,http://twitter.com/edyong209/status/233351537919942656
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2453047979/6mrb6s76yovlnl40erj3_normal.jpeg,"Cities and Biodiversity Outlook: A global assessment on urbanization, biodiversity and ecosystems. Will be launched at CBD COP-11, Oct 2012 and in May 2013.",http://a0.twimg.com/profile_images/2453047979/6mrb6s76yovlnl40erj3_normal.jpeg,0,CBO,cbo_assessment,http://topsy.com/twitter/cbo_assessment?utm_source=otter,twitter,http://twitter.com/cbo_assessment,"Aug 07, 2012 11:00 (UTC)","#BiodiverCity In 2005, cities occupied 2% of Earthâ€™s surface but used 75 percent of planetâ€™s natural resources http://t.co/66KIacqg #ESA2012",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,14,11.919,"#BiodiverCity In 2005, cities occupied 2% of Earthâ€™s surface but used 75 percent of planetâ€™s natural resources http://t.co/66KIacqg #ESA2012","Aug 07, 2012 13:53 (UTC)",7,tweet,http://twitter.com/cbo_assessment/status/232780036313321473
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 08, 2012 16:32 (UTC)",Oh hey @mireyamayor just had a cameo! She helped students realize that you donâ€™t have to be a perfect student to be a scientist. #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,13,12.0584,Oh hey @mireyamayor just had a cameo! She helped students realize that you donâ€™t have to be a perfect student to be a scientist. #ESA2012,"Aug 08, 2012 16:36 (UTC)",6,tweet,http://twitter.com/miriamgoldste/status/233239285833277443
61,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2462601051/lv7ti9fn7j5lcjmd11sc_normal.jpeg,"R, ecology, evolution, and open science. Postdoc at Simon Fraser Univ. Tweeting for @ropensci",http://a0.twimg.com/profile_images/2462601051/lv7ti9fn7j5lcjmd11sc_normal.jpeg,0,Scott Chamberlain,recology_,http://topsy.com/twitter/recology_?utm_source=otter,twitter,http://twitter.com/recology_,"Aug 09, 2012 15:32 (UTC)",I want 2 learn how 2 get data &amp; full text open access literature/metadata through R/#rstats? You can today -&gt; http://t.co/3vcIxeCs #esa2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,12,12.1932,I want 2 learn how 2 get data &amp; full text open access literature/metadata through R/#rstats? You can today -&gt; http://t.co/3vcIxeCs #esa2012,"Aug 09, 2012 15:32 (UTC)",7,tweet,http://twitter.com/recology_/status/233586508395864064
52,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1364007477/DSC_0314_normal.JPG,"Director of Science, COMPASS | Blending science, policy, communications, sustainability, wildnerness, and two young kids",http://a0.twimg.com/profile_images/1364007477/DSC_0314_normal.JPG,0,Karen McLeod,komcleod,http://topsy.com/twitter/komcleod?utm_source=otter,twitter,http://twitter.com/komcleod,"Aug 06, 2012 20:40 (UTC)",Scott Collins: Ecology must be reframed as a solutions-oriented science. #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,15,12.3163,Scott Collins: Ecology must be reframed as a solutions-oriented science. #ESA2012,"Aug 06, 2012 20:42 (UTC)",6,tweet,http://twitter.com/komcleod/status/232576889972195328
61,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1105337903/n712441844_1653247_5081966_normal.jpg,I'm a marine biology post-doc quizzically living in Chicago,http://a0.twimg.com/profile_images/1105337903/n712441844_1653247_5081966_normal.jpg,8,Dr. Wrasse,labroides,http://topsy.com/twitter/labroides?utm_source=otter,twitter,http://twitter.com/labroides,"Aug 09, 2012 18:26 (UTC)",Don&#39;t do research to be groundbreaking. Do it because you find it fascinating. #ESA2012 cc: @JacquelynGill @edyong209 &amp; @LizNeeley,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,12,12.3434,Don&#39;t do research to be groundbreaking. Do it because you find it fascinating. #ESA2012 cc: @JacquelynGill @edyong209 &amp; @LizNeeley,"Aug 09, 2012 19:10 (UTC)",12,tweet,http://twitter.com/labroides/status/233630445525426176
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 08, 2012 21:54 (UTC)","Teachers doing harm to the environment, spreading invasive species, study says | Vancouver Sun #ESA2012 http://t.co/861puP6e",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,12,12.3563,"Teachers doing harm to the environment, spreading invasive species, study says | Vancouver Sun #ESA2012 http://t.co/861puP6e","Aug 08, 2012 21:54 (UTC)",8,tweet,http://twitter.com/esa_org/status/233319588547403776
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 08, 2012 21:07 (UTC)","&quot;We need to treat our data as real products of research, not just byproducts of publication...&quot; @se_hampton #ESA2012",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,12,12.4812,"&quot;We need to treat our data as real products of research, not just byproducts of publication...&quot; @se_hampton #ESA2012","Aug 08, 2012 21:37 (UTC)",18,tweet,http://twitter.com/miriamgoldste/status/233308545033064448
61,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2230699323/CFN_twitter_logo2_normal.png,A peer-reviewed scientific journal publishing research related to Canadian nature. We're little. We're non-profit. And we're crazy about #naturalhistory.,http://a0.twimg.com/profile_images/2230699323/CFN_twitter_logo2_normal.png,0,Cdn Field-Naturalist,canfieldnat,http://topsy.com/twitter/canfieldnat?utm_source=otter,twitter,http://twitter.com/canfieldnat,"Aug 09, 2012 03:59 (UTC)",New blog post on live tweeting from biological conferences. #ESA2012 #wch2012 http://t.co/KYJgNWLt,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,12,12.5474,New blog post on live tweeting from biological conferences. #ESA2012 #wch2012 http://t.co/KYJgNWLt,"Aug 09, 2012 05:04 (UTC)",10,tweet,http://twitter.com/canfieldnat/status/233412183365664769
62,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 09, 2012 20:39 (UTC)",&quot;Three species of sharks had disappeared before anyone knew they were there...this is shadow biodiversity.&quot; @Drew_Lab #esa2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12,12,12.6853,&quot;Three species of sharks had disappeared before anyone knew they were there...this is shadow biodiversity.&quot; @Drew_Lab #esa2012,"Aug 09, 2012 20:44 (UTC)",20,tweet,http://twitter.com/miriamgoldste/status/233663901177352192
36,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Jul 30, 2012 18:19 (UTC)",I made a Twitter list for #ESA2012 but I know I am missing TONS of people. Reply if you want to be on it! http://t.co/VonFUVZm,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0]",5,21,12.7493,I made a Twitter list for #ESA2012 but I know I am missing TONS of people. Reply if you want to be on it! http://t.co/VonFUVZm,"Aug 05, 2012 17:54 (UTC)",13,tweet,http://twitter.com/miriamgoldste/status/230004524859916288
56,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1563436949/BW1_normal.JPG,"Postdoctoral Research Fellow in Environmental Sciences. Fan of trail running, live music, fiction and baseball on the radio. Views are mine.",http://a0.twimg.com/profile_images/1563436949/BW1_normal.JPG,6,Mike SanClements,msanclem,http://topsy.com/twitter/msanclem?utm_source=otter,twitter,http://twitter.com/msanclem,"Aug 07, 2012 17:56 (UTC)",Ehrlich: Have fun with your science but put a good chunk of your time into trying to save your civilization #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,14,12.7789,Ehrlich: Have fun with your science but put a good chunk of your time into trying to save your civilization #ESA2012,"Aug 07, 2012 18:25 (UTC)",20,tweet,http://twitter.com/msanclem/status/232898122588766208
51,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,"Triple-reassortant science writer: blogger @ Not Exactly Rocket Science, freelance journalist, sci-comms @ Cancer Research UK. Lives in London, married to Alice",http://a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,10,Ed Yong,edyong209,http://topsy.com/twitter/edyong209?utm_source=otter,twitter,http://twitter.com/edyong209,"Aug 06, 2012 00:47 (UTC)",Lubchenco: 70% of global fisheries have crashed or are overexploited. (The rest are â€œfully exploitedâ€ù). #esa2012 #oy (Fig was 0% in 1950),2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,15,12.788,Lubchenco: 70% of global fisheries have crashed or are overexploited. (The rest are â€œfully exploitedâ€ù). #esa2012 #oy (Fig was 0% in 1950),"Aug 06, 2012 00:47 (UTC)",20,tweet,http://twitter.com/edyong209/status/232276593794510848
56,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1603086663/2325df24-b342-4562-a418-46ae67bc99ec_normal.jpg,"Asst. Professor of Mass Communication at Linfield College. Writer, reader, knitter, cyclist.",http://a0.twimg.com/profile_images/1603086663/2325df24-b342-4562-a418-46ae67bc99ec_normal.jpg,7,Susan Currie Sivek,profsivek,http://topsy.com/twitter/profsivek?utm_source=otter,twitter,http://twitter.com/profsivek,"Aug 07, 2012 18:06 (UTC)",Term â€œsustainabilityâ€ù is now a panchreston - Hurlbert #ESA2012 (defined: http://t.co/4Lb8qGuW) Great term,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,14,12.8316,Term â€œsustainabilityâ€ù is now a panchreston - Hurlbert #ESA2012 (defined: http://t.co/4Lb8qGuW) Great term,"Aug 07, 2012 18:10 (UTC)",11,tweet,http://twitter.com/profsivek/status/232898505830703104
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2238426991/WY_portrait_normal.jpg,"Science and environment journalist covering climate, biodiversity, energy, green biz. 2010-2011 Knight Science Journalism Fellow.",http://a0.twimg.com/profile_images/2238426991/WY_portrait_normal.jpg,7,Hillary Rosner,hillaryrosner,http://topsy.com/twitter/hillaryrosner?utm_source=otter,twitter,http://twitter.com/hillaryrosner,"Aug 08, 2012 21:42 (UTC)",Early data shows lower recidivism among inmates who have attended science lectures in prison. #esa2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,12,12.9142,Early data shows lower recidivism among inmates who have attended science lectures in prison. #esa2012,"Aug 08, 2012 21:43 (UTC)",9,tweet,http://twitter.com/hillaryrosner/status/233317195113971714
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,"Triple-reassortant science writer: blogger @ Not Exactly Rocket Science, freelance journalist, sci-comms @ Cancer Research UK. Lives in London, married to Alice",http://a0.twimg.com/profile_images/1731850454/Ed_normal.jpg,10,Ed Yong,edyong209,http://topsy.com/twitter/edyong209?utm_source=otter,twitter,http://twitter.com/edyong209,"Aug 10, 2012 16:26 (UTC)",Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,11,9.39737,Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,"Aug 10, 2012 16:26 (UTC)",13,tweet,http://twitter.com/edyong209/status/233962468651708417
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 18:09 (UTC)",Here&#39;s a link to some of the work Lach is doing re: salmon: http://t.co/eFZGHX2O #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.43301,Here&#39;s a link to some of the work Lach is doing re: salmon: http://t.co/eFZGHX2O #ESA2012,"Aug 08, 2012 18:09 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233263594240872449
27,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,"Plant evolutionary biologist, phylogenomicist, walker of dog, tender of raingardens, Cal/Wisconsin alum, & professor at University of Missouri",http://a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,0,J. Chris Pires,jchrispires,http://topsy.com/twitter/jchrispires?utm_source=otter,twitter,http://twitter.com/jchrispires,"Jul 30, 2012 02:27 (UTC)",One day workshop on Python for Ecology at #ESA2012 http://t.co/ZAVpaa4g. Learn about one of the fastest growing languages in the biosciences,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,22,6.434,One day workshop on Python for Ecology at #ESA2012 http://t.co/ZAVpaa4g. Learn about one of the fastest growing languages in the biosciences,"Jul 30, 2012 02:27 (UTC)",2,tweet,http://twitter.com/jchrispires/status/229765204584570880
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 10, 2012 16:32 (UTC)",â€œIvory poaching is at an all time high.â€ù @msanjayan says that most of it is going to Asia. #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,10.4794,â€œIvory poaching is at an all time high.â€ù @msanjayan says that most of it is going to Asia. #ESA2012,"Aug 10, 2012 16:47 (UTC)",2,tweet,http://twitter.com/miriamgoldste/status/233964143869308929
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 17:52 (UTC)","Lach: salmon is a &quot;wicked problem&quot;: life history, land use, rules/regs (NOAA &amp; USFWS &amp; EPA oversee), no consensus on the problem. #ESA2012",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,10.4888,"Lach: salmon is a &quot;wicked problem&quot;: life history, land use, rules/regs (NOAA &amp; USFWS &amp; EPA oversee), no consensus on the problem. #ESA2012","Aug 08, 2012 18:00 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233259514101633024
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1845356339/Me_small_normal.jpg,"Quantitative ecology, especially modelling for environmental management. I like using models that are as simple as possible but no simpler. Lab group @qaecology",http://a0.twimg.com/profile_images/1845356339/Me_small_normal.jpg,0,Michael McCarthy,mickresearch,http://topsy.com/twitter/mickresearch?utm_source=otter,twitter,http://twitter.com/mickresearch,"Aug 10, 2012 18:22 (UTC)",And CEED has regular calls for ECR travel fellowships too http://t.co/O8p1pm0x via @qaecology #PhDChat #ECRChat #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,10.492,And CEED has regular calls for ECR travel fellowships too http://t.co/O8p1pm0x via @qaecology #PhDChat #ECRChat #ESA2012,"Aug 10, 2012 18:31 (UTC)",3,tweet,http://twitter.com/mickresearch/status/233991766481715200
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 10, 2012 16:39 (UTC)",.@msanjayan: Conserv. can benefit from the force that is China by facilitating Corporate Social Responsibility. Happening already. #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,10.5006,.@msanjayan: Conserv. can benefit from the force that is China by facilitating Corporate Social Responsibility. Happening already. #ESA2012,"Aug 10, 2012 16:55 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233965897964990464
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 09, 2012 18:37 (UTC)",Web at http://t.co/U8ql4b7m RT @lorises: Ecological reflection network: long term transdiciplinary archiving work in the LTER sites #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,10.5012,Web at http://t.co/U8ql4b7m RT @lorises: Ecological reflection network: long term transdiciplinary archiving work in the LTER sites #ESA2012,"Aug 09, 2012 18:37 (UTC)",2,tweet,http://twitter.com/jeremiahosgo/status/233618814443601921
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/628028952/profile_pic_normal.jpg,,http://a0.twimg.com/profile_images/628028952/profile_pic_normal.jpg,0,Amy Freitag,bgrassbluecrab,http://topsy.com/twitter/bgrassbluecrab?utm_source=otter,twitter,http://twitter.com/bgrassbluecrab,"Aug 07, 2012 21:01 (UTC)","#esa2012 eCatch by TNC online database collects local knowledge, used for catch share risk pools",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,10.5063,"#esa2012 eCatch by TNC online database collects local knowledge, used for catch share risk pools","Aug 07, 2012 21:15 (UTC)",2,tweet,http://twitter.com/bgrassbluecrab/status/232944692231303168
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 21:31 (UTC)",@MiriamGoldste I think the charisma takes the back seat sometimes when scientists present their work- in interest of &quot;objectivity&quot;. #ESA2012,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,10.5064,@MiriamGoldste I think the charisma takes the back seat sometimes when scientists present their work- in interest of &quot;objectivity&quot;. #ESA2012,"Aug 08, 2012 21:32 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233314411937398784
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1120460571/kmt_sp2_normal.jpg,Vertebrate ecologist at the National Ecological Observatory Network,http://a0.twimg.com/profile_images/1120460571/kmt_sp2_normal.jpg,0,Katherine Thibault,fluby,http://topsy.com/twitter/fluby?utm_source=otter,twitter,http://twitter.com/fluby,"Aug 08, 2012 07:25 (UTC)",RT @clumpytree Conclusion from the #ESA2012 session on data sharing: people interested in data sharing are also people who tweet a lot.,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,10.5079,RT @clumpytree Conclusion from the #ESA2012 session on data sharing: people interested in data sharing are also people who tweet a lot.,"Aug 08, 2012 08:01 (UTC)",2,tweet,http://twitter.com/fluby/status/233101666965135360
